@relation Audio_7-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 {1,2,}

@data
6.422,0.96933,0.085226,0.45257,1
4.5627,0.93777,0.12811,0.4445,1
3.8376,0.37392,0.012822,0.08102,1
2.7119,0.076047,0.0010732,-0.058153,1
4.204,0.065368,0.010054,0.010575,1
6.3171,0.11667,0.0060458,0.097499,1
4.9502,0.28405,0.01593,0.10516,1
4.9033,0.51724,0.01077,0.15518,1
3.6591,0.64004,0.062477,0.22494,1
3.1486,0.079082,0.012943,-0.021205,1
3.1434,0.20142,0.0027425,-0.0065851,1
5.9488,0.13156,0.010229,0.09426,1
5.5826,0.22165,0.0050424,0.095096,1
4.3892,0.28886,0.020059,0.091908,1
3.5441,0.22523,0.0057846,0.01981,1
3.9999,0.58934,0.025745,0.1642,1
4.1946,0.1969,0.0049998,0.0359,1
3.583,0.10757,0.0012847,-0.016561,1
4.4394,0.17981,0.01091,0.050525,1
6.2055,0.30259,0.0098667,0.14764,1
4.8037,0.0079553,0.0035703,0.0078142,1
4.1537,0.23939,0.0067707,0.048255,1
4.3092,0.35706,0.014604,0.09751,1
3.2601,0.0048055,0.0038228,-0.051218,1
2.8411,0.014023,0.0022299,-0.067377,1
5.7972,0.15194,0.017345,0.10551,1
5.487,0.0028453,0.0048209,0.034512,1
3.6853,0.0055215,0.00239,-0.037243,1
3.9699,0.18937,0.0081027,0.030534,1
4.3433,0.32804,0.024404,0.10746,1
3.4259,0.084512,0.0061916,-0.020399,1
2.2797,0.19388,0.0027295,-0.041365,1
5.6547,0.26503,0.016959,0.1287,1
5.944,0.2341,0.0091625,0.11884,1
5.0247,0.27705,0.01597,0.10625,1
5.7125,0.27881,0.01005,0.12307,1
4.7803,0.34938,0.020415,0.123,1
4.6154,0.16329,0.0072987,0.046984,1
2.4446,0.056024,0.0036732,-0.069197,1
5.0286,0.16966,0.010416,0.069466,1
5.0544,0.16963,0.0090885,0.068247,1
4.9089,0.29879,0.011668,0.10038,1
4.0023,0.32232,0.0086753,0.067091,1
4.8444,0.34908,0.020154,0.12493,1
3.8375,0.44356,0.0067254,0.088971,1
2.9171,0.45253,0.0057759,0.054764,1
5.5357,0.11003,0.0094741,0.071753,1
5.269,0.14075,0.0025878,0.058213,1
4.8938,0.13744,0.0068503,0.050133,1
3.6202,0.066656,0.0042603,-0.020821,1
4.8749,0.28161,0.016121,0.10199,1
3.7937,0.16603,0.011552,0.023493,1
2.6781,0.0038503,0.0016031,-0.077232,1
4.5608,0.071376,0.0089029,0.023782,1
5.1237,0.2944,0.0042295,0.095138,1
3.4514,0.16322,0.004105,-0.0025186,1
2.7922,0.0048644,0.00045935,-0.074522,1
6.5375,0.46669,0.015801,0.21248,1
2.8016,0.0014849,0.00093878,-0.074248,1
3.284,0.22821,0.0017825,0.0041032,1
5.1443,0.053364,0.00626,0.036931,1
7.3065,0.23646,0.010153,0.17284,1
4.2835,0.33271,0.017627,0.095221,1
3.8243,0.0027632,0.00083478,-0.035242,1
4.9972,0.32184,0.0094907,0.1061,1
3.6379,0.0039846,0.0015187,-0.040879,1
2.0828,0.016742,0.0016319,-0.096464,1
5.569,0.061434,0.0095681,0.060605,1
4.8372,0.02749,0.0019662,0.011496,1
3.2073,0.0046929,0.0012252,-0.057538,1
2.9973,0.11833,0.0050762,-0.029775,1
4.7722,0.35232,0.013284,0.11169,1
2.9592,0.019918,0.0037083,-0.058928,1
2.5605,0.037345,0.0011292,-0.07382,1
6.1794,0.16417,0.019306,0.12642,1
5.2787,0.0033145,0.0040755,0.025491,1
4.9595,0.27552,0.0084047,0.0909,1
3.4002,0.27412,0.0053468,0.026267,1
5.525,0.3618,0.013761,0.14353,1
5.2503,0.0058156,0.002666,0.022734,1
3.0258,0.10309,0.002304,-0.037202,1
5.4512,0.23527,0.014198,0.10872,1
5.6011,0.43136,0.0055591,0.15088,1
4.5534,0.15831,0.0063114,0.041712,1
2.9454,0.30312,0.00092572,0.0091982,1
5.4404,0.35217,0.015723,0.14106,1
4.3147,0.0025992,0.0026167,-0.013717,1
2.5277,0.020363,0.0023424,-0.077456,1
4.6768,0.11088,0.0052217,0.032336,1
4.4269,0.1182,0.0062849,0.026488,1
3.4653,0.13304,0.0063299,-0.0061242,1
3.4424,0.054336,0.0013708,-0.035526,1
4.8146,0.37719,0.0089185,0.11254,1
2.6856,0.002961,0.00069658,-0.078672,1
2.548,0.38144,0.0055038,0.021908,1
5.075,0.19721,0.014652,0.085339,1
4.748,0.097663,0.0023086,0.026819,1
4.446,0.083834,0.0073415,0.020069,1
2.7031,0.00087466,0.00041755,-0.079006,1
4.1146,0.39201,0.013884,0.097969,1
2.9365,0.0011027,0.0014644,-0.068355,1
2.5566,0.077372,0.0010473,-0.06375,1
5.1572,0.058426,0.009143,0.043485,1
4.3526,0.2835,0.011002,0.074198,1
3.6149,0.0066992,0.0027577,-0.039009,1
2.5239,0.00077156,0.00049805,-0.085709,1
5.1462,0.39592,0.010628,0.1328,1
3.1736,0.10262,0.0005389,-0.034623,1
2.652,0.0019999,0.00064941,-0.080276,1
3.9301,0.0036152,0.0023039,-0.028579,1
4.9962,0.18566,0.0074335,0.067453,1
5.4607,0.28428,0.012675,0.11925,1
2.4275,0.002433,0.00039536,-0.08911,1
5.0264,0.34624,0.022103,0.13432,1
3.4173,0.11301,0.0057828,-0.014032,1
2.9993,0.070146,0.0010226,-0.048845,1
4.378,0.060056,0.0083035,0.012926,1
4.3442,0.11052,0.0018932,0.014122,1
4.1752,0.0023586,0.0026239,-0.019067,1
2.3548,0.0011973,0.0004379,-0.09212,1
5.8611,0.38788,0.023882,0.17973,1
3.6113,0.10534,0.0010807,-0.016399,1
3.2902,0.3172,0.003673,0.030469,1
5.2438,0.042325,0.0096288,0.043413,1
4.5273,0.0071475,0.0035735,-0.0028874,1
3.9622,0.081802,0.005984,-0.0010716,1
3.093,0.22853,0.0010973,-0.0042029,1
5.4178,0.21453,0.011992,0.098453,1
3.6344,0.0017096,0.00078474,-0.042808,1
2.4928,0.041104,0.0019023,-0.074144,1
4.4133,0.007778,0.005411,-0.0040245,1
5.0946,0.19542,0.0034788,0.067196,1
3.7394,0.1355,0.002038,-0.0021546,1
2.7508,0.0070787,0.0017613,-0.073375,1
2.2435,0.0016437,0.0006707,-0.095851,2
3.8571,0.0022296,0.0013823,-0.03323,2
2.0106,0.0020503,0.00080854,-0.10436,2
2.0826,0.0015301,0.00061962,-0.10207,2
3.1577,0.0011598,0.0024825,-0.05826,2
3.6923,0.39903,0.0052908,0.069572,2
3.1448,0.0021138,0.00076519,-0.061336,2
1.9224,0.0030669,0.00081263,-0.10744,2
2.6065,0.069188,0.001803,-0.062726,2
2.5591,0.0011557,0.00065204,-0.084017,2
1.9998,0.0027731,0.0013519,-0.10369,2
2.0581,0.0006473,0.00064576,-0.10319,2
2.3707,0.0020358,0.0020441,-0.088652,2
2.9437,0.00098797,0.00047615,-0.069743,2
3.3691,0.0015852,0.001011,-0.052545,2
1.8526,0.0028172,0.00074312,-0.11028,2
2.9606,0.0022049,0.00092829,-0.068041,2
2.7834,0.0033922,0.00088943,-0.074527,2
1.8282,0.0022073,0.0010005,-0.11094,2
2.1308,0.00087836,0.00060497,-0.10044,2
2.2715,0.0050213,0.0051511,-0.086525,2
3.1322,0.00087066,0.00050372,-0.062568,2
3.5327,0.001698,0.0017389,-0.045105,2
1.8874,0.0019159,0.000677,-0.10929,2
1.8704,0.0012148,0.00063886,-0.11019,2
2.3331,0.00095444,0.00068353,-0.092604,2
1.864,0.003107,0.00094973,-0.10943,2
2.025,0.0006048,0.00055174,-0.10461,2
2.4054,0.013095,0.0056196,-0.078577,2
3.262,0.0010388,0.0006332,-0.057381,2
3.3591,0.0022332,0.002369,-0.050522,2
2.2714,0.011001,0.0013902,-0.091184,2
1.4687,0.0013954,0.0012527,-0.12438,2
2.3373,0.0011148,0.0013246,-0.091345,2
2.039,0.0053316,0.0014949,-0.1013,2
1.7251,0.0006831,0.00040441,-0.11623,2
4.6419,0.0020058,0.0038203,0.00054444,2
2.5805,0.00095192,0.00054389,-0.083438,2
3.3894,0.046694,0.0021823,-0.038179,2
2.3084,0.0020237,0.00097403,-0.092787,2
1.9841,0.0016816,0.00087806,-0.10535,2
2.1837,0.0010948,0.0011845,-0.097414,2
1.9807,0.0037904,0.0012798,-0.10427,2
2.1043,0.0004947,0.0004588,-0.10178,2
2.9718,0.0079772,0.0034832,-0.061909,2
2.9035,0.057319,0.00063012,-0.056447,2
3.2145,0.0012939,0.0015469,-0.057612,2
3.2144,0.0012777,0.00069148,-0.059029,2
2.4414,0.062751,0.00097052,-0.072034,2
2.4323,0.001401,0.00052612,-0.088978,2
2.1228,0.0024761,0.0011177,-0.099483,2
1.9553,0.00064827,0.00049996,-0.10734,2
3.1007,0.0091492,0.0039108,-0.056004,2
3.1882,0.00078051,0.00090097,-0.059807,2
2.8963,0.051002,0.0024582,-0.05534,2
3.0106,0.0018258,0.00073804,-0.066552,2
2.5909,0.0018655,0.0007245,-0.082506,2
2.5679,0.0018618,0.00093976,-0.083027,2
2.2146,0.0038072,0.0014371,-0.095126,2
2.0586,0.00079519,0.00044377,-0.10347,2
2.6402,0.0061536,0.003747,-0.074542,2
2.8157,0.0011902,0.00075367,-0.074096,2
2.9384,0.0016806,0.0018922,-0.06743,2
2.4214,0.0020407,0.00083701,-0.088716,2
2.1179,0.0013119,0.00046079,-0.10105,2
2.5689,0.0022587,0.00070262,-0.083277,2
1.9033,0.0024895,0.0009174,-0.10815,2
2.1925,0.0012074,0.00041251,-0.098326,2
2.8684,0.052717,0.0043684,-0.052805,2
2.9263,0.0011643,0.00089017,-0.069676,2
3.2636,0.0019021,0.001474,-0.055711,2
2.0039,0.0019696,0.00080542,-0.10465,2
2.5443,0.0014903,0.00063554,-0.08452,2
3.0852,0.0014636,0.0006777,-0.063914,2
1.7593,0.0015248,0.00047124,-0.1146,2
2.2236,0.0015855,0.00077881,-0.096443,2
2.7347,0.0027712,0.0036441,-0.071997,2
2.7481,0.0016761,0.00062542,-0.076748,2
3.3642,0.0012469,0.0014677,-0.052067,2
2.0643,0.002845,0.00088159,-0.102,2
2.8025,0.0019555,0.0011307,-0.073776,2
2.578,0.0028335,0.00096039,-0.082358,2
1.8885,0.0017127,0.00030437,-0.10992,2
2.0582,0.0015175,0.0005144,-0.10318,2
2.5072,0.0030043,0.0025483,-0.082386,2
2.5924,0.0022834,0.00075622,-0.082291,2
3.7945,0.0019077,0.0024318,-0.033961,2
2.1651,0.0012092,0.00053154,-0.099168,2
2.5697,0.0013775,0.0014084,-0.082311,2
3.1438,0.0034795,0.0011499,-0.060385,2
2.1271,0.0028272,0.0006635,-0.099979,2
2.4999,0.0016412,0.0012185,-0.085205,2
3.095,0.0039642,0.0037413,-0.057841,2
2.5781,0.00094951,0.00054543,-0.083524,2
3.7553,0.0020395,0.0017873,-0.036478,2
2.3095,0.0009354,0.00066025,-0.093543,2
2.714,0.0017305,0.0014651,-0.076645,2
2.5385,0.0010349,0.0005428,-0.085012,2
2.0566,0.0015305,0.00085695,-0.10267,2
1.9874,0.0020148,0.00069302,-0.10544,2
3.3782,0.21133,0.0031028,0.0054912,2
2.3831,0.0013997,0.00089525,-0.090238,2
3.9491,0.0026968,0.002259,-0.02817,2
2.2017,0.0013678,0.0011023,-0.096796,2
2.519,0.001553,0.0014856,-0.084063,2
2.1057,0.0011387,0.0004674,-0.10155,2
2.049,0.0032942,0.00066469,-0.10282,2
2.2864,0.0012213,0.00072314,-0.094243,2
2.6463,0.015075,0.0029837,-0.073259,2
2.3317,0.0010762,0.00056646,-0.092819,2
3.2445,0.0015288,0.0016677,-0.056211,2
2.5849,0.0012935,0.0011989,-0.082103,2
2.0954,0.0017375,0.00045475,-0.10181,2
2.2849,0.0012195,0.00085189,-0.094088,2
1.7739,0.0015706,0.00058323,-0.11385,2
2.2868,0.0014124,0.00056663,-0.094438,2
2.9635,0.047924,0.003092,-0.052537,2
2.493,0.00069683,0.00062085,-0.086699,2
3.7724,0.036832,0.002085,-0.02634,2
2.292,0.0010116,0.00070263,-0.094118,2
1.8704,0.0012148,0.00063886,-0.11019,2
2.2547,0.0011257,0.00040195,-0.096003,2
1.8202,0.0023084,0.0011688,-0.11094,2
2.2248,0.0018339,0.00079224,-0.096309,2
2.5412,0.018241,0.0028878,-0.076594,2
3.1508,0.022518,0.0016072,-0.054443,2
3.4957,0.0020778,0.0024112,-0.045303,2
2.4409,0.0016681,0.0010438,-0.087731,2
2.5443,0.0014903,0.00063554,-0.08452,2
2.3875,0.0010928,0.00041587,-0.090941,2
1.8367,0.0019248,0.00098592,-0.11071,2
2.5169,0.0015239,0.00074853,-0.085368,2
3.041,0.00194,0.0027555,-0.062041,2
2.7272,0.0011132,0.00084965,-0.077317,2
3.7616,0.04394,0.0018332,-0.025329,2
2.5099,0.0013117,0.0010701,-0.085156,2
2.519,0.001553,0.0014856,-0.084063,2
2.5702,0.0016433,0.00051728,-0.083695,2
2.4367,0.0044134,0.00066656,-0.087801,2
2.4938,0.0011389,0.00057316,-0.086634,2
2.7111,0.0021509,0.0025933,-0.074787,2
3.6608,0.0015249,0.00060055,-0.04216,2
3.4887,0.0010878,0.0012277,-0.047774,2
2.0357,0.0014229,0.001331,-0.10271,2
