@relation Audio-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 {1,2,}

@data
1.7739,0.0015706,0.00058323,-0.11198,2
2.2868,0.0014124,0.00056663,-0.095785,2
2.9635,0.047924,0.003092,-0.058125,2
2.493,0.00069683,0.00062085,-0.089338,2
3.7724,0.036832,0.002085,-0.036996,2
2.292,0.0010116,0.00070263,-0.095497,2
1.8704,0.0012148,0.00063886,-0.10892,2
2.2547,0.0011257,0.00040195,-0.097149,2
1.8202,0.0023084,0.0011688,-0.10936,2
2.2248,0.0018339,0.00079224,-0.097268,2
2.5412,0.018241,0.0028878,-0.079535,2
3.1508,0.022518,0.0016072,-0.061204,2
3.4957,0.0020778,0.0024112,-0.054225,2
2.4409,0.0016681,0.0010438,-0.090043,2
2.5443,0.0014903,0.00063554,-0.087481,2
2.3875,0.0010928,0.00041587,-0.092919,2
1.8367,0.0019248,0.00098592,-0.10924,2
2.5169,0.0015239,0.00074853,-0.088156,2
3.041,0.00194,0.0027555,-0.068114,2
2.7272,0.0011132,0.00084965,-0.081424,2
3.7616,0.04394,0.0018332,-0.035917,2
2.5099,0.0013117,0.0010701,-0.087902,2
2.519,0.001553,0.0014856,-0.086865,2
2.5702,0.0016433,0.00051728,-0.086817,2
2.4367,0.0044134,0.00066656,-0.090087,2
2.4938,0.0011389,0.00057316,-0.089278,2
2.7111,0.0021509,0.0025933,-0.078793,2
3.6608,0.0015249,0.00060055,-0.052117,2
3.4887,0.0010878,0.0012277,-0.056652,2
2.0357,0.0014229,0.001331,-0.10249,2
